date	EQNR	DNB	TEL	YAR	GJF	MOWI	ORK	AKERBP	NHY	TOM	SALM	SCHB	SCHA	LSG	BAKKA	NEL	AKER	STB	SSO	KOG
2015-09-16	0.02830974188176527	-0.009515570934256035	-0.00917431192660545	-0.0062929061784898765	-0.017781541066892448	0.049947970863683855	0.03060380479735314	-0.0020938023450586263	0.04618117229129659	0.04593639575971742	0.08502024291497978	0.01171875	0.020446096654274992	0.07608695652173925	0.0386965376782078	-0.03902439024390236	0.010309278350515427	0.13237990465713234	0.0776470588235294	-0.03100775193798444
2015-09-17	0.019720624486442073	-0.021079258010118007	-0.03281622911694515	-0.016582349634626237	-0.022462562396006636	0.046979865771812124	0.02950819672131133	0.00773249738766979	0.013027082619129216	0.052816901408450745	0.08032128514056236	0.019379844961240345	0.013057671381936808	0.05693950177935947	0.02008032128514059	-0.0717703349282297	0.010101010101010166	0.10010391409767916	0.06103286384976525	-0.007751937984496138
2015-09-18	-0.01941747572815522	-0.03361344537815125	-0.035778175313059046	-0.041527313266443766	-0.045379537953795346	0.04020618556701039	0.011317704122877803	-0.04521384928716898	-0.06315445026178013	0.04195804195804187	0.046875	0.011450381679389388	-0.009680889207601129	0.060070671378091856	-0.009960159362549792	-0.06190476190476191	0.0	0.01477832512315258	0.0022883295194506825	0.0038610038610038533
2015-09-21	0.020938023450586263	-0.021240441801189447	-0.010353227771010887	-0.02822466836014681	-0.020270270270270285	0.05882352941176472	0.030228758169934533	0.0042283298097252064	-0.04757085020242913	0.07067137809187285	0.039682539682539764	0.0390625	0.018619934282585016	0.0277777777777779	0.026476578411405383	-0.019607843137255054	0.0	0.06379368849677647	-0.015624999999999889	-0.037878787878787956
2015-09-22	0.026427962489343537	-0.0317324185248713	-0.0068111455108358365	-0.03181427343078236	-0.0238297872340425	0.021428571428571352	0.028006589785831926	0.04605553107095628	-0.056872037914691975	0.08540925266903909	0.0038610038610038533	0.03174603174603163	0.008109104312568949	0.0034129692832765013	0.03658536585365857	-0.06310679611650494	0.006802721088435382	0.039351052813255016	-0.022321428571428603	-0.04280155642023353
2015-09-23	0.02482876712328763	-0.012389380530973493	-0.018495684340320562	-0.02209302325581397	-0.020530367835757124	0.023445463812436396	0.025619834710743694	0.02893674293405102	-0.05373751291767148	0.08041958041958042	0.0	0.027667984189723382	0.015509601181683763	0.02768166089965396	0.015936254980079667	-0.02010050251256279	0.01379310344827589	0.05317324185248706	-0.020361990950226394	-0.015748031496062964
2015-09-24	-0.013377926421404673	-0.060230292294065624	-0.014276846679081245	-0.07022634939059791	-0.02839931153184161	0.038539553752535705	0.019720624486442073	-0.05231560891938247	-0.0493955094991364	0.06206896551724128	0.015444015444015413	0.015625	0.018966158423205703	0.04844290657439432	0.02400000000000002	0.015873015873015817	0.0034364261168384758	-0.06258278145695362	-0.09251101321585897	-0.007843137254901933
2015-09-25	-0.008906882591093068	-0.06200873362445414	0.0012345679012344402	-0.03857225100748407	-0.0060344827586207295	0.05649157581764119	0.00882825040128421	-0.05434326479227858	-0.03904923599320875	0.07094594594594605	0.003731343283582156	0.02316602316602312	0.021857923497267784	0.03703703703703698	0.03921568627450989	0.015228426395939021	-0.010204081632653073	-0.0799870466321243	-0.11135371179039288	-0.0040000000000000036
2015-09-28	-0.040290088638195054	-0.09216192937123158	-0.01048735348550267	-0.0445841669048298	-0.03404255319148941	0.03648915187376711	-0.01273885350318471	-0.09290750725839891	-0.06903553299492382	0.0635451505016722	-0.0074349442379182396	0.0038022813688212143	-0.0025062656641603454	0.026936026936026813	0.04330708661417315	0.02577319587628879	-0.046666666666666634	-0.13476070528967254	-0.10398230088495586	-0.03125000000000011
2015-09-29	-0.007425742574257432	-0.0634782608695652	-0.0191713048855906	-0.021227100901424656	-0.03197925669835788	0.04757185332011882	-0.011191047162270151	-0.04010238907849839	-0.037024100593782694	0.08053691275167796	-0.003731343283582045	0.0	0.003620564808110016	0.0	0.05835010060362156	0.0050761421319796	-0.02006688963210701	-0.12459546925566334	-0.091324200913242	-0.05384615384615388
