date	EQNR	DNB	TEL	YAR	GJF	MOWI	ORK	AKERBP	NHY	TOM
2015-09-14	-0.027477102414654397	-0.02249134948096876	-0.00795107033639153	-0.016018306636155666	-0.0101608806096527	0.020811654526534884	0.0008271298593878207	-0.06658291457286436	0.03126110124333925	0.010600706713780994
2015-09-21	0.04366438356164393	0.019469026548672552	0.0018495684340320562	0.0008720930232557489	-0.007698887938408894	0.03669724770642202	0.04214876033057857	0.06550022431583669	-0.02755769893213922	0.05944055944055937
2015-09-28	-0.022969647251845915	-0.08506944444444442	-0.012923076923076926	-0.029044437990124905	-0.02155172413793105	0.0334316617502457	-0.016653449643140306	-0.0791578947368421	-0.025504782146652416	0.04950495049504955
2015-10-05	0.11335012594458438	0.09203036053130909	0.0018703241895261513	0.029314986539036747	0.041409691629956	0.049476688867745144	0.04435483870967749	0.2208504801097393	0.08687749909123954	-0.009433962264150941
2015-10-12	0.046003016591251944	0.0312771503040834	0.022401991288114598	0.017727404824178894	-0.03130287648054153	-0.013599274705349051	-0.0038610038610038533	0.0065543071161049404	0.08461538461538476	-0.01904761904761909
2015-10-19	0.014419610670511895	-0.016849199663016012	0.012172854534388211	0.012278697886921819	0.006113537117903967	-0.0027573529411764053	0.032558139534883734	0.006511627906976791	-0.012642614862781287	0.058252427184465994
2015-10-26	0.008528784648187848	-0.05998286203941727	0.03728202044497886	0.06488011283497874	0.11631944444444442	0.035023041474654404	0.048048048048048075	-0.03604436229205177	-0.03185509056839486	0.051987767584097844
2015-11-02	-0.03382663847780132	-0.010027347310847867	-0.07304347826086954	0.038145695364238286	0.017107309486780853	0.017809439002671512	-0.015759312320916874	-0.003835091083413178	-0.01806451612903226	0.06395348837209291
2015-11-09	0.029905178701677526	0.05524861878453047	-0.031894934333958735	-0.006379178361826998	0.005351681957186383	-0.011373578302712128	0.01455604075691408	0.16458132820019244	0.05978975032851497	0.002732240437158362
2015-11-16	-0.0729461756373937	-0.048865619546247796	-0.03423772609819131	0.04442732408834105	0.015209125475285079	0.014159292035398119	0.00430416068866557	-0.05371900826446285	-0.03130812151270923	0.021798365122615904
2015-11-23	0.018334606569900824	0.008256880733944927	0.03879598662207373	-0.022621096631423643	0.03595505617977546	0.013961605584642323	0.0128571428571429	0.026200873362445476	0.03520000000000012	0.0
2015-11-30	0.008252063015753874	0.04094631483166511	-0.02446877012234394	0.012075471698113294	0.014461315979754197	0.011187607573149627	-0.0042313117066292705	-0.02297872340425533	0.03863987635239563	0.005333333333333412
2015-12-07	-0.08184523809523814	-0.00786713286713292	-0.011221122112211157	-0.007954262987819982	0.010691375623663513	0.0	0.012039660056657242	-0.024390243902439046	-0.028273809523809645	0.018567639257294433
2015-12-14	-0.02674230145867107	-0.08722466960352426	-0.020026702269692942	-0.05612628413931353	-0.027503526093088926	-0.06127659574468092	-0.02939118264520657	-0.07500000000000007	-0.0940275650842266	-0.07291666666666663
2015-12-21	0.0	0.024131274131274028	-0.017711171662125547	-0.007698433766923252	0.00942712110224786	0.0380779691749773	-0.009372746935832565	-0.01737451737451734	0.06254225828262339	0.02528089887640439
2015-12-28	0.02497918401332222	0.03016022620169645	0.013176144244105403	0.012573568753343922	0.010775862068965525	0.013100436681222627	0.008005822416302655	0.08742632612966617	0.05345211581291753	0.027397260273972712
2016-01-04	0.0032493907392363575	-0.015553522415370558	-0.006160164271047264	-0.009775429326287943	-0.012793176972281328	0.00948275862068959	-0.009386281588447787	0.04155374887082197	-0.03231652068861368	0.008000000000000007
2016-01-11	-0.13522267206477734	-0.06784386617100369	-0.0020661157024792765	-0.06590181430096043	-0.035277177825774	-0.0034158838599487318	-0.04373177842565601	-0.24891587163920215	-0.10455680399500622	-0.044973544973545
2016-01-18	-0.04026217228464413	-0.06630109670987028	-0.07867494824016563	-0.016852327906312525	-0.02686567164179099	-0.049700085689802886	0.0022865853658537993	0.0025404157043880105	-0.06448239804810041	-0.10803324099722988
2016-01-25	0.040000000000000036	0.03737319807794992	0.08014981273408228	-0.014526438117373641	0.019938650306748462	0.039675383228133354	0.03117870722433458	0.05966367196498501	0.043591654247391975	0.052795031055900665
2016-02-01	0.07129455909943716	0.04477611940298498	-0.029819694868238433	-0.030955188679245293	0.04511278195488733	0.021682567215958404	0.03687315634218291	0.08804347826086945	0.00821135308818266	-0.008849557522123908
2016-02-08	0.04028021015761807	-0.044334975369458074	-0.056468906361687	-0.012473379981746135	0.021582733812949728	-0.04414261460101865	-0.0476529160739686	0.00899100899100902	0.03186968838526916	-0.08333333333333337
2016-02-15	-0.007575757575757458	0.014432989690721598	-0.07727272727272727	0.0012322858903264233	-0.052816901408450745	0.03818827708703387	0.04705003734129942	0.045544554455445585	0.009265614275909329	-0.0032467532467532756
2016-02-22	0.05428329092451212	0.026422764227642226	0.04761904761904767	0.04738461538461536	0.024535315985130257	0.07014542343883656	0.023537803138373725	0.11268939393939403	0.15844950697041815	0.02931596091205213
2016-02-29	0.022526146419951765	-0.004950495049504955	0.021943573667711602	-0.005287896592244268	-0.007256894049346929	-0.003996802557953649	0.0013937282229963266	0.038297872340425476	0.017610801291458866	0.05696202531645578
2016-03-07	0.050354051927615995	0.012935323383084452	0.03911042944785281	-0.017129356172474908	-0.016812865497076057	-0.0609951845906902	-0.0013917884481557952	0.02950819672131133	0.03980386501297928	0.008982035928143617
2016-03-14	-0.021722846441947663	0.057956777996070796	0.009594095940959502	0.022836538461538325	0.03122676579925643	0.09829059829059839	0.024390243902439046	-0.04458598726114649	-0.034396671289875	0.005934718100890191
2016-03-21	0.022205206738131755	-0.05013927576601673	-0.003654970760233911	-0.012925969447708519	0.02811824080749825	0.010116731517509914	0.0156462585034014	0.05166666666666675	-0.03188738868141339	0.01179941002949847
2016-04-04	-0.06591760299625471	-0.0620723362658846	-0.038884812912692635	-0.05892857142857144	-0.024544179523141696	-0.00847457627118664	-0.0013395847287341889	-0.08637083993660855	-0.01157270029673596	-0.008746355685131157
2016-04-11	0.02566158781074579	0.01615424700364776	0.02442748091603053	-0.018975332068311146	-0.051042415528396834	0.046620046620046596	-0.03755868544600938	0.08239375542064176	-0.03302311618132692	0.02941176470588225
2016-04-18	0.010164190774042181	0.0543589743589743	0.023099850968703706	0.0341715022566087	0.004545454545454408	-0.014105419450630818	-0.02160278745644595	0.007211538461538547	0.038186898478733244	-0.005714285714285672
2016-04-25	0.052631578947368585	0.015564202334630517	-0.01238164603059011	0.007169576059850469	0.02337858220211153	-0.0662650602409639	-0.01851851851851849	0.08750994431185344	0.038277511961722466	0.02011494252873569
2016-05-02	0.027941176470588358	-0.02298850574712652	0.016224188790560534	-0.0052615289384092545	0.01621223286661766	0.029838709677419306	0.031204644412191396	0.04023408924652516	-0.01497695852534553	0.04507042253521121
2016-05-09	-0.04220314735336195	-0.03137254901960784	-0.008708272859216382	-0.01026757934038569	-0.009427121102248082	0.033672670321065024	0.05559465165376509	0.007032348804500765	-0.08040935672514626	0.0026954177897573484
2016-05-23	0.0007468259895444529	0.019230769230769384	0.017569546120058677	-0.07670543854133927	0.010980966325036645	0.0060606060606061	-0.0040000000000000036	0.0495810055865924	0.025755166931637374	-0.021505376344086002
2016-05-30	0.013432835820895717	0.07149950347567025	0.02877697841726623	0.038815117466802995	0.03837798696596684	0.05045180722891551	0.0307898259705488	0.05788423153692612	0.028518288902665834	0.03571428571428581
2016-06-06	-0.002945508100147265	-0.020389249304911927	-0.0461538461538461	-0.030154047853163002	0.005578800557879848	-0.0028673835125448965	-0.02207792207792214	0.06540880503144653	-0.005424954792043413	0.0026525198938991412
2016-06-13	0.0	-0.0510879848628194	-0.04692082111436957	-0.048327137546468224	-0.040915395284327194	0.0014378145219267058	-0.04116865869853914	0.15289256198347112	-0.04939393939393932	-0.02645502645502651
2016-06-20	0.023633677991137247	0.04187437686939188	0.013846153846153841	-0.015980113636363646	0.00795372378886472	0.008614501076812608	0.0027700831024930483	-0.03993855606758834	0.01976410583359889	-0.01902173913043481
2016-06-27	-0.023088023088023046	-0.07511961722488036	-0.05918057663125953	-0.07217610970768673	-0.04734576757532272	-0.014946619217081847	-0.029696132596685132	-0.017066666666666563	-0.08721475461081585	-0.047091412742382266
2016-07-04	0.08641063515509595	0.02534919813760972	0.12177419354838714	0.03383897316219375	0.054216867469879526	0.013728323699421896	0.05195729537366556	0.12859468258274553	0.0801369863013699	0.03779069767441867
2016-07-11	0.00611828687967364	0.02623612512613538	0.022286125089863384	0.020316027088036037	0.014285714285714235	0.029223093371347098	0.016238159675236563	0.009615384615384581	0.020608750792644237	0.011204481792717047
2016-07-18	-0.004054054054054013	-0.08357915437561458	-0.004922644163150358	0.027286135693215474	-0.02183098591549293	-0.0076177285318559385	0.0332889480692411	0.036190476190476106	0.04473438956197584	0.011080332409972193
2016-07-25	-0.0420624151967437	0.008583690987124415	0.041696113074205066	-0.016511127063891018	0.006479481641468832	-0.0013956734124216386	-0.017396907216494784	-0.051470588235294046	0.034195658638120685	0.010958904109588996
2016-08-01	-0.06515580736543902	-0.020744680851063846	-0.04409769335142466	0.006934306569343018	0.015021459227467782	-0.004192872117400381	0.02688524590163932	0.05135658914728669	0.030477285796434828	0.005420054200542035
2016-08-08	0.028787878787878807	0.035306898424769084	0.0	0.001087350489307859	0.0	-0.0301754385964913	-0.02298850574712641	-0.0036866359447005337	0.038783482142856984	-0.02425876010781669
2016-08-15	-0.013254786450662803	0.020461699895068186	0.02909865152590485	0.03874004344677773	0.0049330514446792595	-0.03256150506512301	-0.0019607843137255943	0.06290471785383911	-0.023368251410153085	-0.0055248618784530246
2016-08-22	-0.014179104477611948	-0.015424164524421635	0.0013793103448274113	0.010805158591843833	-0.009817671809256745	-0.02393418100224376	-0.002619515389652771	-0.014795474325500435	-0.012376237623762498	-0.022222222222222254
2016-08-29	0.004542013626040786	0.017232375979112424	0.00826446280991755	0.0075862068965517615	-0.004249291784702458	-0.01992337164750957	0.0006565988181221893	0.006183745583038913	0.01308827624617126	0.045454545454545414
2016-09-05	0.017332328560663246	0.045174537987679564	0.00136612021857907	0.00924024640657084	0.0362731152204836	0.029710711493354136	0.022309711286089273	0.03160667251975413	-0.025563496426608046	0.016304347826086918
2016-09-12	-0.046666666666666745	0.0029469548133596035	-0.032742155525238625	-0.05086469989827058	0.01029512697323276	-0.049354593773728084	-0.030808729139923052	-0.019574468085106322	-0.06741889985895633	-0.005347593582887722
2016-09-19	-0.015540015540015384	0.0009794319294809117	-0.031029619181946466	-0.008574490889603381	0.00067934782608714	0.055111821086262	0.0298013245033113	0.02951388888888884	0.02298850574712641	-0.008064516129032251
2016-09-26	-0.0015785319652723562	0.005870841487279899	-0.02911208151382827	-0.03423423423423422	0.006788866259334725	0.03330809992429984	0.05273311897106092	-0.021079258010118007	0.0325251330573626	0.0027100271002709064
2016-10-03	0.059288537549407216	0.02529182879377445	0.011244377811094441	-0.0070895522388059184	0.00944032366823988	0.05128205128205132	0.00671960904092872	0.08527131782945752	-0.008304696449026316	0.027027027027026973
2016-10-10	0.04999999999999982	0.06641366223908918	0.002223869532987255	0.027433295753475972	0.03473613894455596	0.03484320557491283	-0.017597087378640852	0.058730158730158744	0.03003176436615651	-0.018421052631578894
2016-10-17	-0.028429282160625458	-0.003558718861210064	-0.02440828402366857	-0.01975128017556682	0.01226597805035512	-0.012794612794612803	-0.009264978381717137	-0.02323838080959517	-0.020185029436501245	-0.024128686327077764
2016-10-24	0.0	0.04285714285714293	0.04927975739196366	0.07014925373134329	0.004464285714285587	0.014324693042292003	-0.007481296758104827	-0.010744435917114381	0.02346208869814026	-0.02472527472527475
